Ticker,Acquisition Date,Quantity,Unit Cost,Cost Basis,Pct of portfolio,Ticker Adj Close,Ticker Return,SP Return,Share Value,Share YTD,% off High,Volatility,Beta
AAPL,2013-02-07,125,14.616449356079102,1827.0561695098877,0.05964404559139441,120.52999877929688,7.246188649719329,1.594067751169983,15066.24984741211,-0.09028484059133035,-0.15681680505244644,0.28772556844304004,1.1325311005604113
FB,2013-12-13,150,53.31999969482422,7997.999954223633,0.16544950329127245,278.6199951171875,4.225431296171466,1.2054953920401532,41792.999267578125,0.019988253704345205,-0.08321545273330189,0.3446013779478651,1.110162624995697
JNJ,2014-02-27,100,75.51266479492188,7551.2664794921875,0.06352662517741754,160.47000122070312,1.125074007870194,1.111568243615813,16047.000122070312,0.025992135326164956,-0.052846895875195754,0.18079216208525453,0.6927287783668163
MCD,2013-06-04,100,78.97864532470703,7897.864532470703,0.08824131773287325,222.89999389648438,1.8222818076971268,1.4000906896114378,22289.999389648438,0.04516474860802444,-0.017573415467785347,0.2039657342797186,0.7611021272780478
MTCH,2015-12-14,600,16.482074737548828,9889.244842529297,0.34949738338852937,147.13999938964844,7.927274128568278,0.9364867772552707,88283.99963378906,-0.026787505697193126,-0.1451809956676493,0.34500557937661924,1.0530603936021818
NFLX,2016-01-14,75,107.05999755859375,8029.499816894531,0.1498766377930399,504.7900085449219,3.715019802505144,1.037349639186131,37859.25064086914,-0.06646565424885886,-0.13908315068970845,0.46026760499975455,1.066117509663402
TWTR,2015-01-05,225,36.380001068115234,8185.500240325928,0.05942928319043745,66.72000122070312,0.8339746910886976,0.9377901622773135,15012.000274658203,0.2321329518119566,-0.14053840549678087,0.5448272631793756,1.1792012957671991
WMT,2013-08-14,125,64.04812622070312,8006.015777587891,0.06433520383503563,130.00999450683594,1.0298797510302666,1.3231773814408423,16251.249313354492,-0.09432663653897566,-0.14241751251472656,0.201742095124677,0.5560295953922247
